data_type,framework,version,algorithm,repetition,category
DOUBLE,noarr,AllHints,gramschmidt,5,invalid_algorithm
DOUBLE,noarr,AllHints,jacobi-1d,1,slowdown
DOUBLE,noarr,AllHints,jacobi-1d,2,speedup_under
DOUBLE,noarr,AllHints,jacobi-1d,3,speedup_under
DOUBLE,noarr,AllHints,jacobi-1d,4,slowdown
DOUBLE,noarr,AllHints,jacobi-1d,5,speedup_over
DOUBLE,noarr,AllHints,jacobi-2d,1,slowdown
DOUBLE,noarr,AllHints,jacobi-2d,2,slowdown
DOUBLE,noarr,AllHints,jacobi-2d,3,slowdown
DOUBLE,noarr,AllHints,jacobi-2d,4,slowdown
DOUBLE,noarr,AllHints,jacobi-2d,5,slowdown
DOUBLE,noarr,AllHints,lu,1,speedup_over
DOUBLE,noarr,AllHints,lu,2,speedup_under
DOUBLE,noarr,AllHints,lu,3,speedup_over
DOUBLE,noarr,AllHints,lu,4,speedup_over
DOUBLE,noarr,AllHints,lu,5,speedup_over
DOUBLE,noarr,AllHints,ludcmp,1,speedup_under
DOUBLE,noarr,AllHints,ludcmp,2,speedup_under
DOUBLE,noarr,AllHints,ludcmp,3,slowdown
DOUBLE,noarr,AllHints,ludcmp,4,speedup_under
DOUBLE,noarr,AllHints,ludcmp,5,speedup_under
DOUBLE,noarr,AllHints,mvt,1,slowdown
DOUBLE,noarr,AllHints,mvt,2,speedup_over
DOUBLE,noarr,AllHints,mvt,3,slowdown
DOUBLE,noarr,AllHints,mvt,4,slowdown
DOUBLE,noarr,AllHints,mvt,5,speedup_over
DOUBLE,noarr,AllHints,nussinov,1,invalid_code
DOUBLE,noarr,AllHints,nussinov,2,invalid_code
DOUBLE,noarr,AllHints,nussinov,3,invalid_code
DOUBLE,noarr,AllHints,nussinov,4,invalid_code
DOUBLE,noarr,AllHints,nussinov,5,invalid_code
DOUBLE,noarr,AllHints,seidel-2d,1,speedup_under
DOUBLE,noarr,AllHints,seidel-2d,2,speedup_over
DOUBLE,noarr,AllHints,seidel-2d,3,speedup_over
DOUBLE,noarr,AllHints,seidel-2d,4,speedup_over
DOUBLE,noarr,AllHints,seidel-2d,5,speedup_over
DOUBLE,noarr,AllHints,symm,1,speedup_over
DOUBLE,noarr,AllHints,symm,2,speedup_over
DOUBLE,noarr,AllHints,symm,3,slowdown
DOUBLE,noarr,AllHints,symm,4,speedup_over
DOUBLE,noarr,AllHints,symm,5,speedup_over
DOUBLE,noarr,AllHints,syr2k,1,speedup_over
DOUBLE,noarr,AllHints,syr2k,2,speedup_over
DOUBLE,noarr,AllHints,syr2k,3,speedup_over
DOUBLE,noarr,AllHints,syr2k,4,slowdown
DOUBLE,noarr,AllHints,syr2k,5,slowdown
DOUBLE,noarr,AllHints,syrk,1,speedup_over
DOUBLE,noarr,AllHints,syrk,2,slowdown
DOUBLE,noarr,AllHints,syrk,3,speedup_under
DOUBLE,noarr,AllHints,syrk,4,slowdown
DOUBLE,noarr,AllHints,syrk,5,speedup_over
DOUBLE,noarr,AllHints,trisolv,1,speedup_over
DOUBLE,noarr,AllHints,trisolv,2,speedup_over
DOUBLE,noarr,AllHints,trisolv,3,speedup_over
DOUBLE,noarr,AllHints,trisolv,4,speedup_over
DOUBLE,noarr,AllHints,trisolv,5,speedup_under
DOUBLE,noarr,AllHints,trmm,1,speedup_under
DOUBLE,noarr,AllHints,trmm,2,invalid_code
DOUBLE,noarr,AllHints,trmm,3,speedup_over
DOUBLE,noarr,AllHints,trmm,4,speedup_over
DOUBLE,noarr,AllHints,trmm,5,speedup_over
DOUBLE,noarr,ChooseHints,3mm,1,speedup_over
DOUBLE,noarr,ChooseHints,3mm,2,speedup_over
DOUBLE,noarr,ChooseHints,3mm,3,speedup_over
DOUBLE,noarr,ChooseHints,3mm,4,speedup_over
DOUBLE,noarr,ChooseHints,3mm,5,speedup_over
DOUBLE,noarr,ChooseHints,adi,1,speedup_over
DOUBLE,noarr,ChooseHints,adi,2,speedup_over
DOUBLE,noarr,ChooseHints,adi,3,speedup_over
DOUBLE,noarr,ChooseHints,adi,4,speedup_over
DOUBLE,noarr,ChooseHints,adi,5,speedup_over
DOUBLE,noarr,ChooseHints,atax,1,speedup_over
DOUBLE,noarr,ChooseHints,atax,2,speedup_over
DOUBLE,noarr,ChooseHints,atax,3,slowdown
DOUBLE,noarr,ChooseHints,atax,4,speedup_over
DOUBLE,noarr,ChooseHints,atax,5,speedup_over
DOUBLE,noarr,ChooseHints,bicg,1,speedup_over
DOUBLE,noarr,ChooseHints,bicg,2,speedup_over
DOUBLE,noarr,ChooseHints,bicg,3,speedup_over
DOUBLE,noarr,ChooseHints,bicg,4,speedup_over
DOUBLE,noarr,ChooseHints,bicg,5,speedup_over
DOUBLE,noarr,ChooseHints,cholesky,1,invalid_code
DOUBLE,noarr,ChooseHints,cholesky,2,invalid_code
DOUBLE,noarr,ChooseHints,cholesky,3,invalid_code
DOUBLE,noarr,ChooseHints,cholesky,4,invalid_code
DOUBLE,noarr,ChooseHints,cholesky,5,invalid_code
DOUBLE,noarr,ChooseHints,correlation,1,speedup_under
DOUBLE,noarr,ChooseHints,correlation,2,speedup_over
DOUBLE,noarr,ChooseHints,correlation,3,slowdown
DOUBLE,noarr,ChooseHints,correlation,4,speedup_over
DOUBLE,noarr,ChooseHints,correlation,5,speedup_under
DOUBLE,noarr,ChooseHints,covariance,1,speedup_over
DOUBLE,noarr,ChooseHints,covariance,2,speedup_over
DOUBLE,noarr,ChooseHints,covariance,3,speedup_over
DOUBLE,noarr,ChooseHints,covariance,4,speedup_over
DOUBLE,noarr,ChooseHints,covariance,5,speedup_over
DOUBLE,noarr,ChooseHints,deriche,1,invalid_algorithm
DOUBLE,noarr,ChooseHints,deriche,2,speedup_over
DOUBLE,noarr,ChooseHints,deriche,3,invalid_code
DOUBLE,noarr,ChooseHints,deriche,4,speedup_over
DOUBLE,noarr,ChooseHints,deriche,5,slowdown
DOUBLE,noarr,ChooseHints,doitgen,1,speedup_over
DOUBLE,noarr,ChooseHints,doitgen,2,speedup_over
DOUBLE,noarr,ChooseHints,doitgen,3,speedup_over
DOUBLE,noarr,ChooseHints,doitgen,4,speedup_over
DOUBLE,noarr,ChooseHints,doitgen,5,speedup_over
DOUBLE,noarr,ChooseHints,durbin,1,slowdown
DOUBLE,noarr,ChooseHints,durbin,2,speedup_over
DOUBLE,noarr,ChooseHints,durbin,3,speedup_under
DOUBLE,noarr,ChooseHints,durbin,4,speedup_over
DOUBLE,noarr,ChooseHints,durbin,5,speedup_under
DOUBLE,noarr,ChooseHints,fdtd-2d,1,slowdown
DOUBLE,noarr,ChooseHints,fdtd-2d,2,invalid_code
DOUBLE,noarr,ChooseHints,fdtd-2d,3,slowdown
DOUBLE,noarr,ChooseHints,fdtd-2d,4,invalid_code
DOUBLE,noarr,ChooseHints,fdtd-2d,5,slowdown
DOUBLE,noarr,ChooseHints,gemver,1,speedup_over
DOUBLE,noarr,ChooseHints,gemver,2,speedup_over
DOUBLE,noarr,ChooseHints,gemver,3,slowdown
DOUBLE,noarr,ChooseHints,gemver,4,speedup_over
DOUBLE,noarr,ChooseHints,gemver,5,speedup_over
DOUBLE,noarr,ChooseHints,gesummv,1,slowdown
DOUBLE,noarr,ChooseHints,gesummv,2,speedup_over
DOUBLE,noarr,ChooseHints,gesummv,3,slowdown
DOUBLE,noarr,ChooseHints,gesummv,4,slowdown
DOUBLE,noarr,ChooseHints,gesummv,5,speedup_over
DOUBLE,noarr,ChooseHints,gramschmidt,1,invalid_algorithm
DOUBLE,noarr,ChooseHints,gramschmidt,2,invalid_algorithm
DOUBLE,noarr,ChooseHints,gramschmidt,3,invalid_algorithm
DOUBLE,noarr,ChooseHints,gramschmidt,4,invalid_algorithm
DOUBLE,noarr,ChooseHints,gramschmidt,5,invalid_algorithm
DOUBLE,noarr,ChooseHints,jacobi-1d,1,slowdown
DOUBLE,noarr,ChooseHints,jacobi-1d,2,slowdown
DOUBLE,noarr,ChooseHints,jacobi-1d,3,slowdown
DOUBLE,noarr,ChooseHints,jacobi-1d,4,slowdown
DOUBLE,noarr,ChooseHints,jacobi-1d,5,slowdown
DOUBLE,noarr,ChooseHints,jacobi-2d,1,speedup_over
DOUBLE,noarr,ChooseHints,jacobi-2d,2,slowdown
DOUBLE,noarr,ChooseHints,jacobi-2d,3,speedup_under
DOUBLE,noarr,ChooseHints,jacobi-2d,4,slowdown
DOUBLE,noarr,ChooseHints,jacobi-2d,5,slowdown
DOUBLE,noarr,ChooseHints,lu,1,speedup_over
DOUBLE,noarr,ChooseHints,lu,2,speedup_over
DOUBLE,noarr,ChooseHints,lu,3,speedup_under
DOUBLE,noarr,ChooseHints,lu,4,invalid_algorithm
DOUBLE,noarr,ChooseHints,lu,5,speedup_under
DOUBLE,noarr,ChooseHints,ludcmp,1,slowdown
DOUBLE,noarr,ChooseHints,ludcmp,2,speedup_under
DOUBLE,noarr,ChooseHints,ludcmp,3,slowdown
DOUBLE,noarr,ChooseHints,ludcmp,4,speedup_under
DOUBLE,noarr,ChooseHints,ludcmp,5,slowdown
DOUBLE,noarr,ChooseHints,mvt,1,speedup_over
DOUBLE,noarr,ChooseHints,mvt,2,speedup_over
DOUBLE,noarr,ChooseHints,mvt,3,speedup_over
DOUBLE,noarr,ChooseHints,mvt,4,speedup_over
DOUBLE,noarr,ChooseHints,mvt,5,speedup_over
DOUBLE,noarr,ChooseHints,nussinov,1,invalid_code
DOUBLE,noarr,ChooseHints,nussinov,2,invalid_code
DOUBLE,noarr,ChooseHints,nussinov,3,invalid_code
DOUBLE,noarr,ChooseHints,nussinov,4,invalid_code
DOUBLE,noarr,ChooseHints,nussinov,5,invalid_code
DOUBLE,noarr,ChooseHints,seidel-2d,1,speedup_over
DOUBLE,noarr,ChooseHints,seidel-2d,2,speedup_over
DOUBLE,noarr,ChooseHints,seidel-2d,3,speedup_under
DOUBLE,noarr,ChooseHints,seidel-2d,4,speedup_under
DOUBLE,noarr,ChooseHints,seidel-2d,5,speedup_over
DOUBLE,noarr,ChooseHints,symm,1,speedup_over
DOUBLE,noarr,ChooseHints,symm,2,speedup_over
DOUBLE,noarr,ChooseHints,symm,3,speedup_over
DOUBLE,noarr,ChooseHints,symm,4,invalid_algorithm
DOUBLE,noarr,ChooseHints,symm,5,speedup_over
DOUBLE,noarr,ChooseHints,syr2k,1,speedup_over
DOUBLE,noarr,ChooseHints,syr2k,2,slowdown
DOUBLE,noarr,ChooseHints,syr2k,3,speedup_over
DOUBLE,noarr,ChooseHints,syr2k,4,speedup_over
DOUBLE,noarr,ChooseHints,syr2k,5,speedup_over
DOUBLE,noarr,ChooseHints,syrk,1,speedup_over
DOUBLE,noarr,ChooseHints,syrk,2,speedup_under
DOUBLE,noarr,ChooseHints,syrk,3,speedup_under
DOUBLE,noarr,ChooseHints,syrk,4,slowdown
DOUBLE,noarr,ChooseHints,syrk,5,invalid_algorithm
DOUBLE,noarr,ChooseHints,trisolv,1,speedup_over
DOUBLE,noarr,ChooseHints,trisolv,2,speedup_over
DOUBLE,noarr,ChooseHints,trisolv,3,speedup_over
DOUBLE,noarr,ChooseHints,trisolv,4,speedup_over
DOUBLE,noarr,ChooseHints,trisolv,5,speedup_over
DOUBLE,noarr,ChooseHints,trmm,1,speedup_over
DOUBLE,noarr,ChooseHints,trmm,2,speedup_over
DOUBLE,noarr,ChooseHints,trmm,3,speedup_over
DOUBLE,noarr,ChooseHints,trmm,4,speedup_over
DOUBLE,noarr,ChooseHints,trmm,5,speedup_over
DOUBLE,noarr,FromPlan,3mm,1,speedup_over
DOUBLE,noarr,FromPlan,3mm,2,speedup_over
DOUBLE,noarr,FromPlan,3mm,3,speedup_over
DOUBLE,noarr,FromPlan,3mm,4,speedup_over
DOUBLE,noarr,FromPlan,3mm,5,slowdown
DOUBLE,noarr,FromPlan,adi,1,slowdown
DOUBLE,noarr,FromPlan,adi,2,speedup_over
DOUBLE,noarr,FromPlan,adi,3,speedup_over
DOUBLE,noarr,FromPlan,adi,4,speedup_over
DOUBLE,noarr,FromPlan,adi,5,speedup_under
DOUBLE,noarr,FromPlan,atax,1,invalid_code
DOUBLE,noarr,FromPlan,atax,2,slowdown
DOUBLE,noarr,FromPlan,atax,3,invalid_code
DOUBLE,noarr,FromPlan,atax,4,slowdown
DOUBLE,noarr,FromPlan,atax,5,invalid_code
DOUBLE,noarr,FromPlan,bicg,1,invalid_algorithm
DOUBLE,noarr,FromPlan,bicg,2,speedup_over
DOUBLE,noarr,FromPlan,bicg,3,invalid_code
DOUBLE,noarr,FromPlan,bicg,4,invalid_code
DOUBLE,noarr,FromPlan,bicg,5,speedup_over
DOUBLE,noarr,FromPlan,cholesky,1,invalid_code
DOUBLE,noarr,FromPlan,cholesky,2,invalid_code
DOUBLE,noarr,FromPlan,cholesky,3,invalid_code
DOUBLE,noarr,FromPlan,cholesky,4,invalid_code
DOUBLE,noarr,FromPlan,cholesky,5,invalid_code
DOUBLE,noarr,FromPlan,correlation,1,speedup_over
DOUBLE,noarr,FromPlan,correlation,2,speedup_over
DOUBLE,noarr,FromPlan,correlation,3,speedup_over
DOUBLE,noarr,FromPlan,correlation,4,speedup_over
DOUBLE,noarr,FromPlan,correlation,5,speedup_over
DOUBLE,noarr,FromPlan,covariance,1,speedup_over
DOUBLE,noarr,FromPlan,covariance,2,speedup_over
DOUBLE,noarr,FromPlan,covariance,3,invalid_code
DOUBLE,noarr,FromPlan,covariance,4,slowdown
DOUBLE,noarr,FromPlan,covariance,5,speedup_over
DOUBLE,noarr,FromPlan,deriche,1,speedup_over
DOUBLE,noarr,FromPlan,deriche,2,slowdown
DOUBLE,noarr,FromPlan,deriche,3,speedup_over
DOUBLE,noarr,FromPlan,deriche,4,speedup_over
DOUBLE,noarr,FromPlan,deriche,5,speedup_over
DOUBLE,noarr,FromPlan,doitgen,1,speedup_over
DOUBLE,noarr,FromPlan,doitgen,2,speedup_over
DOUBLE,noarr,FromPlan,doitgen,3,speedup_over
DOUBLE,noarr,FromPlan,doitgen,4,speedup_over
DOUBLE,noarr,FromPlan,doitgen,5,speedup_over
DOUBLE,noarr,FromPlan,durbin,1,speedup_over
DOUBLE,noarr,FromPlan,durbin,2,speedup_over
DOUBLE,noarr,FromPlan,durbin,3,speedup_over
DOUBLE,noarr,FromPlan,durbin,4,speedup_over
DOUBLE,noarr,FromPlan,durbin,5,speedup_over
DOUBLE,noarr,FromPlan,fdtd-2d,1,invalid_code
DOUBLE,noarr,FromPlan,fdtd-2d,2,slowdown
DOUBLE,noarr,FromPlan,fdtd-2d,3,speedup_under
DOUBLE,noarr,FromPlan,fdtd-2d,4,invalid_code
DOUBLE,noarr,FromPlan,fdtd-2d,5,slowdown
DOUBLE,noarr,FromPlan,gemver,1,speedup_under
DOUBLE,noarr,FromPlan,gemver,2,speedup_over
DOUBLE,noarr,FromPlan,gemver,3,speedup_over
DOUBLE,noarr,FromPlan,gemver,4,speedup_over
DOUBLE,noarr,FromPlan,gemver,5,invalid_code
DOUBLE,noarr,FromPlan,gesummv,1,speedup_over
DOUBLE,noarr,FromPlan,gesummv,2,invalid_code
DOUBLE,noarr,FromPlan,gesummv,3,speedup_under
DOUBLE,noarr,FromPlan,gesummv,4,speedup_over
DOUBLE,noarr,FromPlan,gesummv,5,invalid_algorithm
DOUBLE,noarr,FromPlan,gramschmidt,1,invalid_algorithm
DOUBLE,noarr,FromPlan,gramschmidt,2,invalid_algorithm
DOUBLE,noarr,FromPlan,gramschmidt,3,invalid_algorithm
DOUBLE,noarr,FromPlan,gramschmidt,4,invalid_algorithm
DOUBLE,noarr,FromPlan,gramschmidt,5,invalid_algorithm
DOUBLE,noarr,FromPlan,jacobi-1d,1,slowdown
DOUBLE,noarr,FromPlan,jacobi-1d,2,speedup_under
DOUBLE,noarr,FromPlan,jacobi-1d,3,slowdown
DOUBLE,noarr,FromPlan,jacobi-1d,4,slowdown
DOUBLE,noarr,FromPlan,jacobi-1d,5,slowdown
DOUBLE,noarr,FromPlan,jacobi-2d,1,slowdown
DOUBLE,noarr,FromPlan,jacobi-2d,2,slowdown
DOUBLE,noarr,FromPlan,jacobi-2d,3,slowdown
DOUBLE,noarr,FromPlan,jacobi-2d,4,slowdown
DOUBLE,noarr,FromPlan,jacobi-2d,5,slowdown
DOUBLE,noarr,FromPlan,lu,1,speedup_over
DOUBLE,noarr,FromPlan,lu,2,speedup_over
DOUBLE,noarr,FromPlan,lu,3,speedup_over
DOUBLE,noarr,FromPlan,lu,4,speedup_over
DOUBLE,noarr,FromPlan,lu,5,speedup_over
DOUBLE,noarr,FromPlan,ludcmp,1,speedup_under
DOUBLE,noarr,FromPlan,ludcmp,2,speedup_under
DOUBLE,noarr,FromPlan,ludcmp,3,speedup_under
DOUBLE,noarr,FromPlan,ludcmp,4,invalid_code
DOUBLE,noarr,FromPlan,ludcmp,5,speedup_under
DOUBLE,noarr,FromPlan,mvt,1,speedup_over
DOUBLE,noarr,FromPlan,mvt,2,speedup_over
DOUBLE,noarr,FromPlan,mvt,3,speedup_over
DOUBLE,noarr,FromPlan,mvt,4,speedup_over
DOUBLE,noarr,FromPlan,mvt,5,speedup_over
DOUBLE,noarr,FromPlan,nussinov,1,invalid_code
DOUBLE,noarr,FromPlan,nussinov,2,invalid_code
DOUBLE,noarr,FromPlan,nussinov,3,invalid_code
DOUBLE,noarr,FromPlan,nussinov,4,invalid_code
DOUBLE,noarr,FromPlan,nussinov,5,invalid_code
DOUBLE,noarr,FromPlan,seidel-2d,1,speedup_over
DOUBLE,noarr,FromPlan,seidel-2d,2,speedup_over
DOUBLE,noarr,FromPlan,seidel-2d,3,speedup_over
DOUBLE,noarr,FromPlan,seidel-2d,4,speedup_over
DOUBLE,noarr,FromPlan,seidel-2d,5,invalid_algorithm
DOUBLE,noarr,FromPlan,symm,1,speedup_over
DOUBLE,noarr,FromPlan,symm,2,speedup_over
DOUBLE,noarr,FromPlan,symm,3,speedup_over
DOUBLE,noarr,FromPlan,symm,4,speedup_over
DOUBLE,noarr,FromPlan,symm,5,speedup_over
DOUBLE,noarr,FromPlan,syr2k,1,slowdown
DOUBLE,noarr,FromPlan,syr2k,2,speedup_over
DOUBLE,noarr,FromPlan,syr2k,3,invalid_code
DOUBLE,noarr,FromPlan,syr2k,4,speedup_over
DOUBLE,noarr,FromPlan,syr2k,5,slowdown
DOUBLE,noarr,FromPlan,syrk,1,slowdown
DOUBLE,noarr,FromPlan,syrk,2,slowdown
DOUBLE,noarr,FromPlan,syrk,3,slowdown
DOUBLE,noarr,FromPlan,syrk,4,invalid_code
DOUBLE,noarr,FromPlan,syrk,5,slowdown
DOUBLE,noarr,FromPlan,trisolv,1,speedup_over
DOUBLE,noarr,FromPlan,trisolv,2,speedup_over
DOUBLE,noarr,FromPlan,trisolv,3,speedup_over
DOUBLE,noarr,FromPlan,trisolv,4,speedup_over
DOUBLE,noarr,FromPlan,trisolv,5,speedup_over
DOUBLE,noarr,FromPlan,trmm,1,invalid_code
DOUBLE,noarr,FromPlan,trmm,2,speedup_over
DOUBLE,noarr,FromPlan,trmm,3,speedup_over
DOUBLE,noarr,FromPlan,trmm,4,speedup_over
DOUBLE,noarr,FromPlan,trmm,5,speedup_over
DOUBLE,noarr,Naive,3mm,1,speedup_over
DOUBLE,noarr,Naive,3mm,2,speedup_over
DOUBLE,noarr,Naive,3mm,3,speedup_over
DOUBLE,noarr,Naive,3mm,4,speedup_over
DOUBLE,noarr,Naive,3mm,5,speedup_over
DOUBLE,noarr,Naive,adi,1,slowdown
DOUBLE,noarr,Naive,adi,2,slowdown
DOUBLE,noarr,Naive,adi,3,invalid_algorithm
DOUBLE,noarr,Naive,adi,4,invalid_algorithm
DOUBLE,noarr,Naive,adi,5,slowdown
DOUBLE,noarr,Naive,atax,1,speedup_over
DOUBLE,noarr,Naive,atax,2,speedup_over
DOUBLE,noarr,Naive,atax,3,speedup_over
DOUBLE,noarr,Naive,atax,4,speedup_over
DOUBLE,noarr,Naive,atax,5,speedup_over
DOUBLE,noarr,Naive,bicg,1,speedup_over
DOUBLE,noarr,Naive,bicg,2,speedup_over
DOUBLE,noarr,Naive,bicg,3,speedup_over
DOUBLE,noarr,Naive,bicg,4,speedup_over
DOUBLE,noarr,Naive,bicg,5,speedup_over
DOUBLE,noarr,Naive,cholesky,1,invalid_code
DOUBLE,noarr,Naive,cholesky,2,invalid_code
DOUBLE,noarr,Naive,cholesky,3,invalid_code
DOUBLE,noarr,Naive,cholesky,4,invalid_code
DOUBLE,noarr,Naive,cholesky,5,invalid_code
DOUBLE,noarr,Naive,correlation,1,speedup_over
DOUBLE,noarr,Naive,correlation,2,speedup_over
DOUBLE,noarr,Naive,correlation,3,speedup_over
DOUBLE,noarr,Naive,correlation,4,speedup_under
DOUBLE,noarr,Naive,correlation,5,speedup_under
DOUBLE,noarr,Naive,covariance,1,speedup_over
DOUBLE,noarr,Naive,covariance,2,speedup_over
DOUBLE,noarr,Naive,covariance,3,speedup_over
DOUBLE,noarr,Naive,covariance,4,speedup_over
DOUBLE,noarr,Naive,covariance,5,speedup_over
DOUBLE,noarr,Naive,deriche,1,speedup_under
DOUBLE,noarr,Naive,deriche,2,invalid_code
DOUBLE,noarr,Naive,deriche,3,speedup_over
DOUBLE,noarr,Naive,deriche,4,speedup_over
DOUBLE,noarr,Naive,deriche,5,speedup_over
DOUBLE,noarr,Naive,doitgen,1,speedup_over
DOUBLE,noarr,Naive,doitgen,2,speedup_over
DOUBLE,noarr,Naive,doitgen,3,speedup_over
DOUBLE,noarr,Naive,doitgen,4,speedup_over
DOUBLE,noarr,Naive,doitgen,5,speedup_over
DOUBLE,noarr,Naive,durbin,1,slowdown
DOUBLE,noarr,Naive,durbin,2,slowdown
DOUBLE,noarr,Naive,durbin,3,speedup_over
DOUBLE,noarr,Naive,durbin,4,speedup_over
DOUBLE,noarr,Naive,durbin,5,speedup_over
DOUBLE,noarr,Naive,fdtd-2d,1,speedup_under
DOUBLE,noarr,Naive,fdtd-2d,2,speedup_under
DOUBLE,noarr,Naive,fdtd-2d,3,slowdown
DOUBLE,noarr,Naive,fdtd-2d,4,slowdown
DOUBLE,noarr,Naive,fdtd-2d,5,invalid_code
DOUBLE,noarr,Naive,gemver,1,speedup_over
DOUBLE,noarr,Naive,gemver,2,speedup_over
DOUBLE,noarr,Naive,gemver,3,speedup_over
DOUBLE,noarr,Naive,gemver,4,speedup_over
DOUBLE,noarr,Naive,gemver,5,speedup_over
DOUBLE,noarr,Naive,gesummv,1,speedup_over
DOUBLE,noarr,Naive,gesummv,2,speedup_over
DOUBLE,noarr,Naive,gesummv,3,speedup_over
DOUBLE,noarr,Naive,gesummv,4,speedup_over
DOUBLE,noarr,Naive,gesummv,5,speedup_over
DOUBLE,noarr,Naive,gramschmidt,1,invalid_algorithm
DOUBLE,noarr,Naive,gramschmidt,2,invalid_algorithm
DOUBLE,noarr,Naive,gramschmidt,3,invalid_algorithm
DOUBLE,noarr,Naive,gramschmidt,4,invalid_algorithm
DOUBLE,noarr,Naive,gramschmidt,5,invalid_algorithm
DOUBLE,noarr,Naive,jacobi-1d,1,slowdown
DOUBLE,noarr,Naive,jacobi-1d,2,invalid_code
DOUBLE,noarr,Naive,jacobi-1d,3,slowdown
DOUBLE,noarr,Naive,jacobi-1d,4,slowdown
DOUBLE,noarr,Naive,jacobi-1d,5,slowdown
DOUBLE,noarr,Naive,jacobi-2d,1,slowdown
DOUBLE,noarr,Naive,jacobi-2d,2,slowdown
DOUBLE,noarr,Naive,jacobi-2d,3,slowdown
DOUBLE,noarr,Naive,jacobi-2d,4,invalid_code
DOUBLE,noarr,Naive,jacobi-2d,5,slowdown
DOUBLE,noarr,Naive,lu,1,speedup_over
DOUBLE,noarr,Naive,lu,2,speedup_under
DOUBLE,noarr,Naive,lu,3,speedup_over
DOUBLE,noarr,Naive,lu,4,speedup_under
DOUBLE,noarr,Naive,lu,5,invalid_code
DOUBLE,noarr,Naive,ludcmp,1,speedup_under
DOUBLE,noarr,Naive,ludcmp,2,slowdown
DOUBLE,noarr,Naive,ludcmp,3,speedup_under
DOUBLE,noarr,Naive,ludcmp,4,speedup_under
DOUBLE,noarr,Naive,ludcmp,5,speedup_under
DOUBLE,noarr,Naive,mvt,1,speedup_over
DOUBLE,noarr,Naive,mvt,2,speedup_over
DOUBLE,noarr,Naive,mvt,3,speedup_over
DOUBLE,noarr,Naive,mvt,4,speedup_over
DOUBLE,noarr,Naive,mvt,5,speedup_over
DOUBLE,noarr,Naive,nussinov,1,invalid_code
DOUBLE,noarr,Naive,nussinov,2,invalid_code
DOUBLE,noarr,Naive,nussinov,3,invalid_code
DOUBLE,noarr,Naive,nussinov,4,invalid_code
DOUBLE,noarr,Naive,nussinov,5,invalid_code
DOUBLE,noarr,Naive,seidel-2d,1,speedup_under
DOUBLE,noarr,Naive,seidel-2d,2,speedup_over
DOUBLE,noarr,Naive,seidel-2d,3,speedup_over
DOUBLE,noarr,Naive,seidel-2d,4,speedup_under
DOUBLE,noarr,Naive,seidel-2d,5,speedup_over
DOUBLE,noarr,Naive,symm,1,invalid_algorithm
DOUBLE,noarr,Naive,symm,2,speedup_over
DOUBLE,noarr,Naive,symm,3,speedup_over
DOUBLE,noarr,Naive,symm,4,speedup_over
DOUBLE,noarr,Naive,symm,5,speedup_over
DOUBLE,noarr,Naive,syr2k,1,slowdown
DOUBLE,noarr,Naive,syr2k,2,speedup_over
DOUBLE,noarr,Naive,syr2k,3,slowdown
DOUBLE,noarr,Naive,syr2k,4,slowdown
DOUBLE,noarr,Naive,syr2k,5,slowdown
DOUBLE,noarr,Naive,syrk,1,speedup_over
DOUBLE,noarr,Naive,syrk,2,slowdown
DOUBLE,noarr,Naive,syrk,3,slowdown
DOUBLE,noarr,Naive,syrk,4,speedup_over
DOUBLE,noarr,Naive,syrk,5,speedup_under
DOUBLE,noarr,Naive,trisolv,1,speedup_over
DOUBLE,noarr,Naive,trisolv,2,speedup_over
DOUBLE,noarr,Naive,trisolv,3,speedup_over
DOUBLE,noarr,Naive,trisolv,4,speedup_over
DOUBLE,noarr,Naive,trisolv,5,speedup_over
DOUBLE,noarr,Naive,trmm,1,speedup_over
DOUBLE,noarr,Naive,trmm,2,speedup_over
DOUBLE,noarr,Naive,trmm,3,speedup_over
DOUBLE,noarr,Naive,trmm,4,speedup_over
DOUBLE,noarr,Naive,trmm,5,speedup_over
DOUBLE,noarr,standard,3mm,1,slowdown
DOUBLE,noarr,standard,3mm,2,slowdown
DOUBLE,noarr,standard,3mm,3,speedup_over
DOUBLE,noarr,standard,3mm,4,speedup_over
DOUBLE,noarr,standard,3mm,5,slowdown
DOUBLE,noarr,standard,adi,1,slowdown
DOUBLE,noarr,standard,adi,2,invalid_code
DOUBLE,noarr,standard,adi,3,slowdown
DOUBLE,noarr,standard,adi,4,slowdown
DOUBLE,noarr,standard,adi,5,slowdown
DOUBLE,noarr,standard,atax,1,speedup_over
DOUBLE,noarr,standard,atax,2,speedup_over
DOUBLE,noarr,standard,atax,3,speedup_over
DOUBLE,noarr,standard,atax,4,speedup_over
DOUBLE,noarr,standard,atax,5,speedup_over
DOUBLE,noarr,standard,bicg,1,speedup_over
DOUBLE,noarr,standard,bicg,2,speedup_over
DOUBLE,noarr,standard,bicg,3,speedup_over
DOUBLE,noarr,standard,bicg,4,speedup_over
DOUBLE,noarr,standard,bicg,5,speedup_over
DOUBLE,noarr,standard,correlation,1,speedup_over
DOUBLE,noarr,standard,correlation,2,speedup_under
DOUBLE,noarr,standard,correlation,3,speedup_under
DOUBLE,noarr,standard,correlation,4,speedup_over
DOUBLE,noarr,standard,correlation,5,speedup_under
DOUBLE,noarr,standard,covariance,1,speedup_over
DOUBLE,noarr,standard,covariance,2,speedup_over
